state,fips state code,tribal name,data category,emissions type code,scc,reporting period,emissions operating type,pollutant code,pollutant desc,total emissions,emissions uom,data set
,,Nez Perce Tribe of Idaho,ON,,2203420080,A,R,108883,Toluene,.00333884,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201320080,A,R,75070,Acetaldehyde,95.8914,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202410080,A,R,VOC,Volatile Organic Compounds,.000856186,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202410080,A,R,CH4,Methane,.00092275,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202610080,A,R,107028,Acrolein,23.056,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202410080,A,R,100414,Ethyl Benzene,.093451,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201320080,A,R,107028,Acrolein,.777832,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201320080,A,R,50000,Formaldehyde,14.14992,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201510080,A,R,VOC,Volatile Organic Compounds,.00182461,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201510080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.000145262,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202610080,A,R,100425,Styrene,1.247656,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201530080,A,R,123386,Propionaldehyde,.0279706,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201530080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.000743982,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201420080,A,R,75070,Acetaldehyde,.01073758,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201310080,A,R,71432,Benzene,4096.48,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202310080,A,R,N2O,Nitrous Oxide,.0126402,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202520080,A,R,VOC,Volatile Organic Compounds,2.53568,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202520080,A,R,100425,Styrene,6.1851,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202320080,A,R,100414,Ethyl Benzene,6.7013,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202540080,A,R,SO2,Sulfur Dioxide,.000340859,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202210080,A,R,SO2,Sulfur Dioxide,.00117433,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201210080,A,R,50000,Formaldehyde,480.166,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202420080,A,R,SO2,Sulfur Dioxide,.000118474,TON,2014NEIV2
,,"Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation, Montana",ON,,2202430080,A,R,SO2,Sulfur Dioxide,.00303194,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201510080,A,R,SO2,Sulfur Dioxide,.00000199164,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202530080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.00126929,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201430080,A,R,CH4,Methane,0,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201540080,A,R,NH3,Ammonia,.000253523,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201540080,A,R,50000,Formaldehyde,.253866,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201320080,A,R,NOX,Nitrogen Oxides,.034578,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202210080,A,R,7439965,Manganese,.000070655,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201610080,A,R,123386,Propionaldehyde,.0000400934,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201110080,A,R,110543,Hexane,279.05,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201000062,A,R,1330207,Xylenes (Mixed Isomers),2713.98,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2203420080,A,R,106990,"1,3-Butadiene",0,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202310080,A,R,75070,Acetaldehyde,1881.096,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201320080,A,R,CH4,Methane,.135519,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202530080,A,R,CO,Carbon Monoxide,1.49156,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202530080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),.258981,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202610080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),1.66917,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202610080,A,R,N2O,Nitrous Oxide,.00762352,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201510080,A,R,106990,"1,3-Butadiene",.1133566,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201430080,A,R,CH4,Methane,.000355506,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202530080,A,R,108883,Toluene,.547008,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201540080,A,R,NH3,Ammonia,.00204443,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202410080,A,R,75070,Acetaldehyde,1.212182,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202540080,A,R,NH3,Ammonia,.000208852,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202510080,A,R,540841,"2,2,4-Trimethylpentane",.0613094,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202210080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.00493719,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202420080,A,R,106990,"1,3-Butadiene",0,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2203420080,A,R,NH3,Ammonia,0,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201420080,A,R,N2O,Nitrous Oxide,0,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201430080,A,R,100414,Ethyl Benzene,.914564,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201430080,A,R,50000,Formaldehyde,.498422,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202310080,A,R,1330207,Xylenes (Mixed Isomers),71.7694,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202520080,A,R,71432,Benzene,41.5428,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202320080,A,R,71432,Benzene,19.26686,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202320080,A,R,50000,Formaldehyde,200.302,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202510080,A,R,CO,Carbon Monoxide,.207661,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201210080,A,R,7439965,Manganese,.0716934,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202610080,A,R,100425,Styrene,1.467478,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202420080,A,R,NOX,Nitrogen Oxides,.0105539,TON,2014NEIV2
,,"Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation, Montana",ON,,2202520080,A,R,SO2,Sulfur Dioxide,.041696,TON,2014NEIV2
,,"Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation, Montana",ON,,2202610080,A,R,NOX,Nitrogen Oxides,7.12223,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202530080,A,R,540841,"2,2,4-Trimethylpentane",.0126756,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201430080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),0,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201540080,A,R,123386,Propionaldehyde,.01654654,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202510080,A,R,110543,Hexane,.00431468,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201110080,A,R,100414,Ethyl Benzene,165.4832,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202510080,A,R,SO2,Sulfur Dioxide,.00410963,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202620080,A,R,50000,Formaldehyde,924.898,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202000062,A,R,VOC,Volatile Organic Compounds,1.6094,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201210080,A,R,VOC,Volatile Organic Compounds,70.5569,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201610080,A,R,71432,Benzene,.199615,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201320080,A,R,50000,Formaldehyde,94.4376,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201320080,A,R,107028,Acrolein,4.98076,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202410080,A,R,110543,Hexane,.0092468,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201310080,A,R,108883,Toluene,31510.6,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202420080,A,R,1330207,Xylenes (Mixed Isomers),.095968,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201430080,A,R,108883,Toluene,1.191034,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202540080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.00363775,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201320080,A,R,71432,Benzene,42.5914,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201210080,A,R,NH3,Ammonia,.570481,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201510080,A,R,540841,"2,2,4-Trimethylpentane",.0750754,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201610080,A,R,VOC,Volatile Organic Compounds,.0013712,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201610080,A,R,N2O,Nitrous Oxide,.0000194475,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202610080,A,R,NOX,Nitrogen Oxides,12.4655,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202610080,A,R,123386,Propionaldehyde,4.6563,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201520080,A,R,107028,Acrolein,.666852,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201420080,A,R,108883,Toluene,0,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202320080,A,R,CH4,Methane,.051005,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201320080,A,R,CH4,Methane,.0727188,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202540080,A,R,NH3,Ammonia,.00102498,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201000062,A,R,100414,Ethyl Benzene,268.4,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201000062,A,R,71432,Benzene,.946586,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201520080,A,R,1330207,Xylenes (Mixed Isomers),4.07528,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201540080,A,R,75070,Acetaldehyde,.246674,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202540080,A,R,50000,Formaldehyde,.1489,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2203420080,A,R,540841,"2,2,4-Trimethylpentane",0,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201610080,A,R,7439965,Manganese,.00000198594,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201610080,A,R,110543,Hexane,.1571116,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202610080,A,R,71432,Benzene,27.5196,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202520080,A,R,110543,Hexane,29.3918,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201310080,A,R,SO2,Sulfur Dioxide,1.18786,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202420080,A,R,SO2,Sulfur Dioxide,.000306636,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201540080,A,R,71432,Benzene,8.65024,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202410080,A,R,CH4,Methane,.0014524,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202520080,A,R,75070,Acetaldehyde,52.6594,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201610080,A,R,107028,Acrolein,.001229232,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201520080,A,R,123386,Propionaldehyde,.713786,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201420080,A,R,CO,Carbon Monoxide,.0181768,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201310080,A,R,NH3,Ammonia,2.23035,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201310080,A,R,540841,"2,2,4-Trimethylpentane",2752.34,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201530080,A,R,NH3,Ammonia,.00178282,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201610080,A,R,VOC,Volatile Organic Compounds,.00134668,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202620080,A,R,50000,Formaldehyde,488.256,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202620080,A,R,123386,Propionaldehyde,22.7104,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202530080,A,R,71432,Benzene,2.67924,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202210080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),.0315416,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202000062,A,R,108883,Toluene,15.96702,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201110080,A,R,107028,Acrolein,1.075508,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202420080,A,R,CH4,Methane,.000509571,TON,2014NEIV2
,,"Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation, Montana",ON,,2202620080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),.779642,TON,2014NEIV2
,,"Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation, Montana",ON,,2205310080,A,R,VOC,Volatile Organic Compounds,.00692181,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202530080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),.00168997,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202530080,A,R,SO2,Sulfur Dioxide,.0000419785,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201320080,A,R,50000,Formaldehyde,.587304,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202430080,A,R,CH4,Methane,.00016995,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202520080,A,R,7439965,Manganese,.000689606,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2203420080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),0,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202320080,A,R,7439965,Manganese,.0001290658,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202320080,A,R,75070,Acetaldehyde,.664098,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202320080,A,R,CH4,Methane,.000530193,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202310080,A,R,100414,Ethyl Benzene,.900978,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201610080,A,R,SO2,Sulfur Dioxide,.000000185367,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202620080,A,R,NH3,Ammonia,.355067,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202320080,A,R,CH4,Methane,.111774,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202320080,A,R,100425,Styrene,7.14902,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202210080,A,R,7439965,Manganese,.02103,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202210080,A,R,CO,Carbon Monoxide,34.1861,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202530080,A,R,N2O,Nitrous Oxide,.0017372,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201520080,A,R,75070,Acetaldehyde,90.3444,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201520080,A,R,123386,Propionaldehyde,5.69858,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202430080,A,R,7439965,Manganese,.00404162,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202430080,A,R,CH4,Methane,.0167294,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202610080,A,R,50000,Formaldehyde,294.446,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202520080,A,R,7439965,Manganese,.1011606,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201430080,A,R,100414,Ethyl Benzene,.209146,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201430080,A,R,CO,Carbon Monoxide,.136058,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202530080,A,R,NOX,Nitrogen Oxides,.321608,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201540080,A,R,100425,Styrene,.227064,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202210080,A,R,540841,"2,2,4-Trimethylpentane",.600692,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201110080,A,R,106990,"1,3-Butadiene",1.25505,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201530080,A,R,1330207,Xylenes (Mixed Isomers),2.99842,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201420080,A,R,108883,Toluene,.0799356,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202320080,A,R,SO2,Sulfur Dioxide,.00848304,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202320080,A,R,CO,Carbon Monoxide,8.26509,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2203420080,A,R,CH4,Methane,0,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201540080,A,R,1330207,Xylenes (Mixed Isomers),100.9108,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201000062,A,R,540841,"2,2,4-Trimethylpentane",527.32,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201000062,A,R,VOC,Volatile Organic Compounds,7.78069,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202610080,A,R,75070,Acetaldehyde,45.2704,LB,2014NEIV2
,,"Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation, Montana",ON,,2202620080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),1.10677,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201530080,A,R,SO2,Sulfur Dioxide,.0000129787,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201530080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),.0000598019,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201520080,A,R,CO,Carbon Monoxide,.867291,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202210080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),.000207449,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202520080,A,R,100425,Styrene,.1080724,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202320080,A,R,108883,Toluene,.1012794,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201110080,A,R,7439965,Manganese,.00646666,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202540080,A,R,110543,Hexane,.360286,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202210080,A,R,SO2,Sulfur Dioxide,.00404909,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201000062,A,R,110543,Hexane,1060.198,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202310080,A,R,7439965,Manganese,.319138,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201610080,A,R,NOX,Nitrogen Oxides,.00913863,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201320080,A,R,100425,Styrene,7.6888,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201320080,A,R,VOC,Volatile Organic Compounds,4.65273,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201520080,A,R,N2O,Nitrous Oxide,.197061,TON,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2201520080,A,R,100425,Styrene,7.29982,LB,2014NEIV2
,,Nez Perce Tribe of Idaho,ON,,2202520080,A,R,100414,Ethyl Benzene,38.7112,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202540080,A,R,VOC,Volatile Organic Compounds,.00761062,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201110080,A,R,123386,Propionaldehyde,.34186,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201320080,A,R,CO,Carbon Monoxide,9.25403,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201210080,A,R,100414,Ethyl Benzene,490.634,LB,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202620080,A,R,CO,Carbon Monoxide,24.5891,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2202610080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),.490222,TON,2014NEIV2
,,Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,ON,,2201520080,A,R,N2O,Nitrous Oxide,.0246192,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201420080,A,R,123386,Propionaldehyde,0,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202520080,A,R,NH3,Ammonia,.121994,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202520080,A,R,PM25-PRI,PM2.5 Primary (Filt + Cond),1.15201,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202320080,A,R,PM10-PRI,PM10 Primary (Filt + Cond),.261136,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201320080,A,R,107028,Acrolein,2.775,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201320080,A,R,540841,"2,2,4-Trimethylpentane",107.0742,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202510080,A,R,106990,"1,3-Butadiene",.217428,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202210080,A,R,1330207,Xylenes (Mixed Isomers),5.38754,LB,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2202210080,A,R,CH4,Methane,.0111578,TON,2014NEIV2
,,"Coeur dAlene Tribe of the Coeur dAlene Reservation, Idaho",ON,,2201210080,A,R,NH3,Ammonia,1.00899,TON,2014NEIV2
,,"Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation, Montana",ON,,2201110080,A,R,CO,Carbon Monoxide,9.58796,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201110080,A,R,540841,"2,2,4-Trimethylpentane",1.805778,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201110080,A,R,110543,Hexane,1.937046,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201310080,A,R,1330207,Xylenes (Mixed Isomers),175.0032,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202620080,A,R,N2O,Nitrous Oxide,.000196478,TON,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2201420080,A,R,108883,Toluene,0,LB,2014NEIV2
,,Kootenai Tribe of Idaho,ON,,2202540080,A,R,75070,Acetaldehyde,.0668952,LB,2014NEIV2
