SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE
050,09,001,Connecticut,Fairfield County,6,4,57748,29546,28202,23666,22284,4221,4248,133,116,970,1017,32,26,524,511,24164,23482,18957,18161,3819,3882,48,34,936,987,10,10,394,408,5382,4720,4709,4123,402,366,85,82,34,30,22,16,130,103
050,09,001,Connecticut,Fairfield County,6,5,44735,23065,21670,17716,16370,3593,3751,147,93,1134,1058,49,29,426,369,16845,16666,12200,12018,3217,3316,34,34,1104,1029,18,12,272,257,6220,5004,5516,4352,376,435,113,59,30,29,31,17,154,112
050,09,001,Connecticut,Fairfield County,6,6,47223,23746,23477,18481,17502,3063,3707,155,105,1674,1755,37,32,336,376,17366,17935,12783,12663,2686,3248,36,32,1641,1722,11,15,209,255,6380,5542,5698,4839,377,459,119,73,33,33,26,17,127,121
050,09,001,Connecticut,Fairfield County,6,7,59098,28807,30291,23016,23447,3102,4182,159,145,2154,2110,42,31,334,376,22626,24606,17466,18502,2752,3711,61,41,2130,2073,13,12,204,267,6181,5685,5550,4945,350,471,98,104,24,37,29,19,130,109
050,09,001,Connecticut,Fairfield County,6,8,70890,34291,36599,28775,29909,3309,4267,123,133,1737,1892,43,35,304,363,28614,30962,23642,24818,3023,3961,32,44,1707,1869,15,14,195,256,5677,5637,5133,5091,286,306,91,89,30,23,28,21,109,107
050,09,001,Connecticut,Fairfield County,6,9,79070,38070,41000,32595,34202,3471,4656,136,126,1544,1655,20,29,304,332,33019,35938,28035,29620,3187,4362,52,61,1518,1629,8,14,219,252,5051,5062,4560,4582,284,294,84,65,26,26,12,15,85,80
050,09,001,Connecticut,Fairfield County,6,10,73142,35765,37377,31054,31786,3053,3865,100,87,1261,1328,34,27,263,284,32086,33491,27722,28291,2872,3624,41,34,1238,1309,14,10,199,223,3679,3886,3332,3495,181,241,59,53,23,19,20,17,64,61
050,09,001,Connecticut,Fairfield County,6,11,60755,29543,31212,25768,26855,2537,3016,71,59,952,1058,22,18,193,206,26890,28471,23400,24367,2364,2855,29,38,939,1039,10,10,148,162,2653,2741,2368,2488,173,161,42,21,13,19,12,8,45,44
050,09,001,Connecticut,Fairfield County,6,12,52900,25203,27697,22283,23923,2008,2744,38,42,728,834,16,13,130,141,23245,25439,20495,21834,1912,2641,20,22,715,823,6,8,97,111,1958,2258,1788,2089,96,103,18,20,13,11,10,5,33,30
050,09,001,Connecticut,Fairfield County,6,13,40026,18917,21109,16735,18355,1555,2039,23,40,516,573,2,5,86,97,17694,19505,15604,16865,1494,1967,13,23,511,566,0,5,72,79,1223,1604,1131,1490,61,72,10,17,5,7,2,0,14,18
050,09,001,Connecticut,Fairfield County,6,14,30032,13860,16172,12303,14073,1127,1625,21,22,342,366,2,5,65,81,12984,14993,11483,13007,1092,1540,16,12,338,362,0,3,55,69,876,1179,820,1066,35,85,5,10,4,4,2,2,10,12
050,09,001,Connecticut,Fairfield County,6,15,26933,11968,14965,10898,13377,783,1190,16,16,231,304,2,7,38,71,11395,14168,10358,12628,763,1165,12,9,227,301,1,4,34,61,573,797,540,749,20,25,4,7,4,3,1,3,4,10
050,09,001,Connecticut,Fairfield County,6,16,24419,10239,14180,9498,13061,538,887,6,15,157,166,4,1,36,50,9900,13611,9189,12534,516,861,3,7,156,165,1,0,35,44,339,569,309,527,22,26,3,8,1,1,3,1,1,6
050,09,001,Connecticut,Fairfield County,6,17,18775,7174,11601,6790,10848,277,595,6,9,72,114,5,0,24,35,6954,11206,6590,10489,264,570,4,5,72,112,2,0,22,30,220,395,200,359,13,25,2,4,0,2,3,0,2,5
050,09,001,Connecticut,Fairfield County,6,18,17419,5076,12343,4831,11717,183,520,7,7,40,59,1,2,14,38,4931,12053,4697,11448,177,510,5,5,40,56,1,1,11,33,145,290,134,269,6,10,2,2,0,3,0,1,3,5
050,09,001,Connecticut,Fairfield County,6,99,897472,435034,462438,364332,382500,45597,53839,1529,1375,17606,18436,408,381,5562,5907,371708,401248,308133,328558,41398,49277,570,569,17260,18093,150,146,4197,4605,63326,61190,56199,53942,4199,4562,959,806,346,343,258,235,1365,1302
050,09,001,Connecticut,Fairfield County,7,0,11551,5872,5679,4563,4447,721,662,22,27,337,317,7,6,222,220,4523,4406,3406,3351,595,545,18,23,328,313,5,3,171,171,1349,1273,1157,1096,126,117,4,4,9,4,2,3,51,49
050,09,001,Connecticut,Fairfield County,7,1,48278,24834,23444,19683,18379,2961,2813,136,105,1200,1263,26,21,828,863,20130,19030,15593,14527,2612,2509,73,58,1175,1222,12,9,665,705,4704,4414,4090,3852,349,304,63,47,25,41,14,12,163,158
050,09,001,Connecticut,Fairfield County,7,2,64206,32925,31281,26370,24653,4145,4141,125,120,1417,1514,23,33,845,820,27426,26187,21715,20406,3596,3561,31,36,1377,1487,9,11,698,686,5499,5094,4655,4247,549,580,94,84,40,27,14,22,147,134
050,09,001,Connecticut,Fairfield County,7,3,67450,34510,32940,27740,26190,4681,4581,110,128,1228,1236,36,32,715,773,29037,27593,23053,21661,4150,4076,40,45,1191,1199,10,9,593,603,5473,5347,4687,4529,531,505,70,83,37,37,26,23,122,170
050,09,001,Connecticut,Fairfield County,7,4,59907,30721,29186,24619,22981,4416,4443,130,126,948,1030,40,30,568,576,25043,24135,19653,18605,3972,4025,48,33,920,1003,13,12,437,457,5678,5051,4966,4376,444,418,82,93,28,27,27,18,131,119
050,09,001,Connecticut,Fairfield County,7,5,46158,23946,22212,18356,16837,3688,3792,183,107,1216,1082,61,31,442,363,17574,17229,12782,12484,3275,3394,42,36,1174,1055,18,12,283,248,6372,4983,5574,4353,413,398,141,71,42,27,43,19,159,115
050,09,001,Connecticut,Fairfield County,7,6,46837,23533,23304,18125,17225,3141,3710,167,116,1707,1812,36,32,357,409,16963,17588,12277,12256,2749,3211,36,38,1667,1790,14,15,220,278,6570,5716,5848,4969,392,499,131,78,40,22,22,17,137,131
050,09,001,Connecticut,Fairfield County,7,7,56292,27431,28861,21622,21955,3064,4125,172,159,2170,2225,43,36,360,361,21105,23057,15966,16966,2714,3601,52,41,2141,2184,14,13,218,252,6326,5804,5656,4989,350,524,120,118,29,41,29,23,142,109
050,09,001,Connecticut,Fairfield County,7,8,69301,33573,35728,27966,28956,3231,4236,145,150,1870,1949,35,27,326,410,27699,29881,22655,23692,2940,3918,45,51,1840,1923,9,13,210,284,5874,5847,5311,5264,291,318,100,99,30,26,26,14,116,126
050,09,001,Connecticut,Fairfield County,7,9,78227,37776,40451,32150,33652,3565,4571,151,123,1565,1719,27,33,318,353,32546,35265,27456,28985,3263,4252,53,52,1541,1691,10,17,223,268,5230,5186,4694,4667,302,319,98,71,24,28,17,16,95,85
050,09,001,Connecticut,Fairfield County,7,10,74367,36107,38260,31251,32406,3101,4057,107,95,1327,1379,34,29,287,294,32181,34098,27697,28661,2907,3803,44,32,1306,1363,15,12,212,227,3926,4162,3554,3745,194,254,63,63,21,16,19,17,75,67
050,09,001,Connecticut,Fairfield County,7,11,62559,30697,31862,26815,27323,2632,3151,75,77,947,1088,22,17,206,206,27784,28968,24224,24717,2429,2966,30,49,930,1066,13,10,158,160,2913,2894,2591,2606,203,185,45,28,17,22,9,7,48,46
050,09,001,Connecticut,Fairfield County,7,12,54138,25856,28282,22708,24317,2156,2837,41,44,807,903,12,15,132,166,23824,25912,20848,22145,2051,2725,21,22,793,888,6,8,105,124,2032,2370,1860,2172,105,112,20,22,14,15,6,7,27,42
050,09,001,Connecticut,Fairfield County,7,13,40678,19197,21481,17068,18661,1491,2058,26,35,528,620,4,7,80,100,17917,19804,15891,17098,1430,1990,12,18,520,612,0,4,64,82,1280,1677,1177,1563,61,68,14,17,8,8,4,3,16,18
050,09,001,Connecticut,Fairfield County,7,14,30053,13793,16260,12166,14123,1184,1662,22,23,355,367,3,6,63,79,12865,15042,11311,13023,1138,1574,14,12,352,362,1,4,49,67,928,1218,855,1100,46,88,8,11,3,5,2,2,14,12
050,09,001,Connecticut,Fairfield County,7,15,26393,11792,14601,10621,12943,830,1226,21,17,270,336,2,4,48,75,11180,13737,10045,12139,812,1196,15,9,266,332,2,1,40,60,612,864,576,804,18,30,6,8,4,4,0,3,8,15
050,09,001,Connecticut,Fairfield County,7,16,24083,10066,14017,9329,12851,542,911,7,12,148,193,5,1,35,49,9689,13405,8983,12280,521,882,5,7,147,191,2,1,31,44,377,612,346,571,21,29,2,5,1,2,3,0,4,5
050,09,001,Connecticut,Fairfield County,7,17,19187,7412,11775,6994,10986,296,619,12,10,78,113,3,3,29,44,7185,11347,6789,10600,285,591,8,6,78,111,1,2,24,37,227,428,205,386,11,28,4,4,0,2,2,1,5,7
050,09,001,Connecticut,Fairfield County,7,18,17988,5355,12633,5106,11960,182,546,6,8,44,78,1,2,16,39,5202,12316,4963,11666,177,536,4,6,44,75,1,1,13,32,153,317,143,294,5,10,2,2,0,3,0,1,3,7
050,09,001,Connecticut,Fairfield County,7,99,897653,435396,462257,363252,380845,46027,54141,1658,1482,18162,19224,420,365,5877,6200,369873,399000,305307,325262,41616,49355,591,574,17790,18867,155,157,4414,4785,65523,63257,57945,55583,4411,4786,1067,908,372,357,265,208,1463,1415
050,09,001,Connecticut,Fairfield County,8,0,11351,5794,5557,4474,4330,691,688,16,28,362,279,7,3,244,229,4414,4211,3313,3183,548,559,8,23,354,276,5,1,186,169,1380,1346,1161,1147,143,129,8,5,8,3,2,2,58,60
050,09,001,Connecticut,Fairfield County,8,1,47443,24295,23148,19050,18063,2979,2792,142,112,1257,1272,37,31,830,878,19440,18494,14899,14061,2565,2410,76,63,1220,1240,11,9,669,711,4855,4654,4151,4002,414,382,66,49,37,32,26,22,161,167
050,09,001,Connecticut,Fairfield County,8,2,63141,32323,30818,25916,24197,3928,3990,129,134,1419,1581,26,35,905,881,26822,25596,21210,19822,3450,3442,25,38,1380,1550,15,10,742,734,5501,5222,4706,4375,478,548,104,96,39,31,11,25,163,147
050,09,001,Connecticut,Fairfield County,8,3,67172,34183,32989,27481,26191,4524,4528,120,124,1246,1276,39,40,773,830,28588,27515,22706,21570,4011,4007,34,47,1208,1239,9,8,620,644,5595,5474,4775,4621,513,521,86,77,38,37,30,32,153,186
050,09,001,Connecticut,Fairfield County,8,4,61022,31368,29654,25044,23212,4522,4564,158,140,998,1056,36,40,610,642,25435,24393,19913,18710,4040,4096,61,42,959,1027,12,15,450,503,5933,5261,5131,4502,482,468,97,98,39,29,24,25,160,139
050,09,001,Connecticut,Fairfield County,8,5,47265,24330,22935,18690,17477,3702,3858,181,120,1223,1054,64,33,470,393,17831,17855,13019,13078,3282,3437,41,28,1187,1027,17,14,285,271,6499,5080,5671,4399,420,421,140,92,36,27,47,19,185,122
050,09,001,Connecticut,Fairfield County,8,6,46874,23495,23379,17889,17041,3230,3743,187,142,1753,1993,40,39,396,421,16656,17504,11845,11977,2809,3221,35,47,1724,1963,7,17,236,279,6839,5875,6044,5064,421,522,152,95,29,30,33,22,160,142
050,09,001,Connecticut,Fairfield County,8,7,53867,26435,27432,20586,20645,2978,3997,173,165,2269,2226,43,45,386,354,19895,21519,14750,15577,2611,3462,54,38,2236,2191,14,16,230,235,6540,5913,5836,5068,367,535,119,127,33,35,29,29,156,119
050,09,001,Connecticut,Fairfield County,8,8,67555,32765,34790,27084,27786,3187,4291,164,162,1943,2068,37,43,350,440,26786,28873,21687,22537,2904,3925,55,56,1912,2043,7,21,221,291,5979,5917,5397,5249,283,366,109,106,31,25,30,22,129,149
050,09,001,Connecticut,Fairfield County,8,9,76942,37079,39863,31386,33029,3572,4556,159,133,1603,1747,33,33,326,365,31580,34434,26463,28167,3259,4220,53,52,1576,1712,15,18,214,265,5499,5429,4923,4862,313,336,106,81,27,35,18,15,112,100
050,09,001,Connecticut,Fairfield County,8,10,75434,36527,38907,31482,32794,3202,4210,128,106,1354,1446,40,27,321,324,32336,34524,27748,28849,2977,3951,47,32,1323,1429,17,13,224,250,4191,4383,3734,3945,225,259,81,74,31,17,23,14,97,74
050,09,001,Connecticut,Fairfield County,8,11,64316,31560,32756,27543,27974,2673,3314,85,87,1016,1140,21,20,222,221,28442,29645,24779,25193,2457,3101,29,51,1004,1120,10,10,163,170,3118,3111,2764,2781,216,213,56,36,12,20,11,10,59,51
050,09,001,Connecticut,Fairfield County,8,12,55382,26595,28787,23311,24783,2249,2848,42,41,830,932,19,10,144,173,24507,26356,21413,22541,2135,2744,21,23,816,912,8,5,114,131,2088,2431,1898,2242,114,104,21,18,14,20,11,5,30,42
050,09,001,Connecticut,Fairfield County,8,13,41499,19512,21987,17329,19002,1533,2139,31,39,537,687,3,5,79,115,18105,20154,16034,17294,1468,2060,13,18,528,683,0,4,62,95,1407,1833,1295,1708,65,79,18,21,9,4,3,1,17,20
050,09,001,Connecticut,Fairfield County,8,14,30112,13909,16203,12229,14056,1224,1666,20,20,368,374,3,5,65,82,12955,14956,11349,12933,1172,1575,13,11,365,369,1,3,55,65,954,1247,880,1123,52,91,7,9,3,5,2,2,10,17
050,09,001,Connecticut,Fairfield County,8,15,25644,11406,14238,10180,12459,862,1315,16,18,294,360,3,4,51,82,10769,13321,9592,11615,837,1275,10,10,289,357,2,1,39,63,637,917,588,844,25,40,6,8,5,3,1,3,12,19
050,09,001,Connecticut,Fairfield County,8,16,23828,10083,13745,9353,12605,539,879,7,12,148,201,5,1,31,47,9662,13100,8969,11999,513,853,4,6,147,199,2,1,27,42,421,645,384,606,26,26,3,6,1,2,3,0,4,5
050,09,001,Connecticut,Fairfield County,8,17,18910,7286,11624,6849,10768,299,682,8,13,100,113,3,3,27,45,7052,11183,6635,10375,288,652,4,7,100,111,0,2,25,36,234,441,214,393,11,30,4,6,0,2,3,1,2,9
050,09,001,Connecticut,Fairfield County,8,18,18497,5555,12942,5285,12243,195,559,7,7,46,91,1,1,21,41,5393,12592,5134,11920,189,546,5,4,46,88,1,0,18,34,162,350,151,323,6,13,2,3,0,3,0,1,3,7
050,09,001,Connecticut,Fairfield County,8,99,896254,434500,461754,361161,378655,46089,54619,1773,1603,18766,19896,460,418,6251,6563,366668,396225,301458,321401,41515,49536,588,596,18374,19536,153,168,4580,4988,67832,65529,59703,57254,4574,5083,1185,1007,392,360,307,250,1671,1575
050,09,001,Connecticut,Fairfield County,9,0,11305,5817,5488,4428,4272,737,678,22,18,363,280,4,6,263,234,4315,4066,3171,3061,586,544,11,13,352,273,3,3,192,172,1502,1422,1257,1211,151,134,11,5,11,7,1,3,71,62
050,09,001,Connecticut,Fairfield County,9,1,46896,23962,22934,18723,17825,2946,2779,132,105,1278,1268,34,51,849,906,18977,18115,14507,13746,2510,2321,57,63,1224,1242,10,11,669,732,4985,4819,4216,4079,436,458,75,42,54,26,24,40,180,174
050,09,001,Connecticut,Fairfield County,9,2,62227,31953,30274,25444,23643,3894,3905,160,131,1481,1627,22,26,952,942,26226,24890,20572,19070,3382,3399,37,36,1435,1600,13,9,787,776,5727,5384,4872,4573,512,506,123,95,46,27,9,17,165,166
050,09,001,Connecticut,Fairfield County,9,3,66798,34106,32692,27288,25961,4501,4397,134,129,1280,1312,47,32,856,861,28282,27178,22392,21325,3926,3870,39,45,1234,1271,12,7,679,660,5824,5514,4896,4636,575,527,95,84,46,41,35,25,177,201
050,09,001,Connecticut,Fairfield County,9,4,61898,31858,30040,25437,23433,4592,4680,147,115,1023,1081,41,38,618,693,25712,24581,20141,18791,4069,4170,50,40,986,1045,11,13,455,522,6146,5459,5296,4642,523,510,97,75,37,36,30,25,163,171
050,09,001,Connecticut,Fairfield County,9,5,47954,24606,23348,18884,17781,3769,3856,196,160,1198,1069,64,37,495,445,18058,18000,13246,13243,3311,3369,36,36,1159,1037,17,13,289,302,6548,5348,5638,4538,458,487,160,124,39,32,47,24,206,143
050,09,001,Connecticut,Fairfield County,9,6,47478,23938,23540,18145,17079,3284,3878,192,137,1819,1961,45,38,453,447,16756,17511,11855,11904,2818,3349,33,38,1774,1923,14,15,262,282,7182,6029,6290,5175,466,529,159,99,45,38,31,23,191,165
050,09,001,Connecticut,Fairfield County,9,7,53153,26178,26975,20211,20105,3056,3975,182,195,2298,2296,48,33,383,371,19467,20838,14291,14836,2663,3423,34,54,2263,2261,12,13,204,251,6711,6137,5920,5269,393,552,148,141,35,35,36,20,179,120
050,09,001,Connecticut,Fairfield County,9,8,65511,31778,33733,25970,26718,3144,4188,180,165,2075,2154,44,31,365,477,25629,27708,20453,21406,2848,3810,55,46,2029,2119,15,15,229,312,6149,6025,5517,5312,296,378,125,119,46,35,29,16,136,165
050,09,001,Connecticut,Fairfield County,9,9,75176,36165,39011,30519,32082,3483,4602,157,136,1639,1772,38,45,329,374,30498,33370,25444,27062,3171,4240,43,51,1611,1736,13,22,216,259,5667,5641,5075,5020,312,362,114,85,28,36,25,23,113,115
050,09,001,Connecticut,Fairfield County,9,10,76220,36874,39346,31706,33127,3312,4241,128,114,1366,1495,38,29,324,340,32389,34659,27687,28917,3083,3968,43,35,1339,1470,17,13,220,256,4485,4687,4019,4210,229,273,85,79,27,25,21,16,104,84
050,09,001,Connecticut,Fairfield County,9,11,66107,32366,33741,28147,28694,2783,3510,103,94,1059,1177,26,28,248,238,29070,30408,25242,25717,2545,3293,36,41,1049,1162,14,17,184,178,3296,3333,2905,2977,238,217,67,53,10,15,12,11,64,60
050,09,001,Connecticut,Fairfield County,9,12,54096,26099,27997,22795,24035,2231,2751,49,41,859,964,17,11,148,195,23940,25485,20837,21735,2107,2631,25,23,844,944,7,8,120,144,2159,2512,1958,2300,124,120,24,18,15,20,10,3,28,51
050,09,001,Connecticut,Fairfield County,9,13,44565,20993,23572,18742,20416,1562,2257,34,48,552,726,4,6,99,119,19455,21649,17330,18638,1489,2173,16,22,546,721,0,4,74,91,1538,1923,1412,1778,73,84,18,26,6,5,4,2,25,28
050,09,001,Connecticut,Fairfield County,9,14,31395,14477,16918,12643,14645,1313,1705,20,29,422,451,4,9,75,79,13489,15556,11743,13420,1253,1608,10,14,418,444,1,6,64,64,988,1362,900,1225,60,97,10,15,4,7,3,3,11,15
050,09,001,Connecticut,Fairfield County,9,15,25322,11206,14116,9996,12323,837,1328,16,20,305,360,4,4,48,81,10495,13151,9333,11429,813,1291,8,11,300,357,3,1,38,62,711,965,663,894,24,37,8,9,5,3,1,3,10,19
050,09,001,Connecticut,Fairfield County,9,16,23282,9928,13354,9162,12167,561,901,7,13,165,222,4,1,29,50,9487,12716,8757,11568,536,875,4,8,164,220,1,1,25,44,441,638,405,599,25,26,3,5,1,2,3,0,4,6
050,09,001,Connecticut,Fairfield County,9,17,19123,7445,11678,7013,10819,302,678,10,12,90,120,3,3,27,46,7198,11206,6782,10392,296,650,6,8,90,118,0,2,24,36,247,472,231,427,6,28,4,4,0,2,3,1,3,10
050,09,001,Connecticut,Fairfield County,9,18,18992,5858,13134,5560,12408,227,581,6,8,47,96,1,1,17,40,5686,12769,5404,12069,217,570,3,6,47,92,1,0,14,32,172,365,156,339,10,11,3,2,0,4,0,1,3,8
050,09,001,Connecticut,Fairfield County,9,99,897498,435607,461891,360813,377533,46534,54890,1875,1670,19319,20431,488,429,6578,6938,365129,393856,299187,318329,41623,49554,546,590,18864,20035,164,173,4745,5175,70478,68035,61626,59204,4911,5336,1329,1080,455,396,324,256,1833,1763
050,09,001,Connecticut,Fairfield County,10,0,10965,5686,5279,4271,4088,726,643,22,24,367,283,4,3,296,238,4222,3880,3068,2894,561,508,16,19,358,278,3,2,216,179,1464,1399,1203,1194,165,135,6,5,9,5,1,1,80,59
050,09,001,Connecticut,Fairfield County,10,1,46696,23851,22845,18431,17713,2993,2762,134,130,1316,1297,39,25,938,918,18574,17784,13988,13432,2532,2302,37,47,1280,1272,11,6,726,725,5277,5061,4443,4281,461,460,97,83,36,25,28,19,212,193
050,09,001,Connecticut,Fairfield County,10,2,62311,32093,30218,25553,23506,3871,3854,167,151,1502,1615,21,26,979,1066,26113,24640,20484,18788,3324,3362,41,40,1451,1572,9,8,804,870,5980,5578,5069,4718,547,492,126,111,51,43,12,18,175,196
050,09,001,Connecticut,Fairfield County,10,3,66630,33976,32654,27142,25924,4435,4305,141,137,1317,1392,44,47,897,849,28048,26915,22124,21125,3884,3736,46,46,1269,1343,8,10,717,655,5928,5739,5018,4799,551,569,95,91,48,49,36,37,180,194
050,09,001,Connecticut,Fairfield County,10,4,62579,32261,30318,25559,23541,4758,4783,156,132,1063,1104,43,35,682,723,25827,24638,20069,18755,4191,4236,45,35,1023,1068,11,11,488,533,6434,5680,5490,4786,567,547,111,97,40,36,32,24,194,190
050,09,001,Connecticut,Fairfield County,10,5,48288,24822,23466,19031,17794,3714,3902,225,180,1276,1057,68,41,508,492,18129,18004,13290,13186,3247,3421,43,31,1234,1019,20,12,295,335,6693,5462,5741,4608,467,481,182,149,42,38,48,29,213,157
050,09,001,Connecticut,Fairfield County,10,6,49622,25020,24602,18941,17987,3436,3893,199,155,1934,2060,44,45,466,462,17615,18378,12486,12669,2940,3327,31,42,1889,2029,10,18,259,293,7405,6224,6455,5318,496,566,168,113,45,31,34,27,207,169
050,09,001,Connecticut,Fairfield County,10,7,52687,25853,26834,19912,19936,3023,3952,199,197,2255,2311,47,42,417,396,19013,20423,13893,14457,2633,3376,34,47,2216,2264,12,10,225,269,6840,6411,6019,5479,390,576,165,150,39,47,35,32,192,127
050,09,001,Connecticut,Fairfield County,10,8,63946,31025,32921,25084,25767,3182,4162,186,169,2146,2278,41,43,386,502,24693,26756,19408,20356,2865,3783,54,43,2115,2234,5,21,246,319,6332,6165,5676,5411,317,379,132,126,31,44,36,22,140,183
050,09,001,Connecticut,Fairfield County,10,9,73931,35643,38288,29861,31318,3482,4496,161,158,1741,1883,43,41,355,392,29795,32375,24638,26086,3178,4106,40,53,1699,1844,18,19,222,267,5848,5913,5223,5232,304,390,121,105,42,39,25,22,133,125
050,09,001,Connecticut,Fairfield County,10,10,76423,36903,39520,31669,33081,3352,4397,123,124,1385,1550,45,33,329,335,32059,34612,27336,28676,3100,4107,41,37,1344,1530,17,11,221,251,4844,4908,4333,4405,252,290,82,87,41,20,28,22,108,84
050,09,001,Connecticut,Fairfield County,10,11,68532,33479,35053,28985,29707,2943,3698,99,106,1142,1246,27,29,283,267,29931,31432,25856,26492,2703,3451,32,49,1130,1220,9,17,201,203,3548,3621,3129,3215,240,247,67,57,12,26,18,12,82,64
050,09,001,Connecticut,Fairfield County,10,12,55074,26736,28338,23360,24264,2255,2785,54,49,895,1028,18,11,154,201,24453,25712,21288,21884,2127,2657,28,25,876,1003,9,5,125,138,2283,2626,2072,2380,128,128,26,24,19,25,9,6,29,63
050,09,001,Connecticut,Fairfield County,10,13,45436,21426,24010,18994,20789,1680,2285,44,51,600,759,2,9,106,117,19776,21950,17486,18898,1599,2188,20,19,591,754,0,4,80,87,1650,2060,1508,1891,81,97,24,32,9,5,2,5,26,30
050,09,001,Connecticut,Fairfield County,10,14,33580,15574,18006,13694,15581,1337,1821,27,27,431,476,4,10,81,91,14509,16564,12726,14270,1273,1732,13,11,426,470,1,7,70,74,1065,1442,968,1311,64,89,14,16,5,6,3,3,11,17
050,09,001,Connecticut,Fairfield County,10,15,25475,11259,14216,9994,12368,868,1349,14,23,327,385,3,4,53,87,10529,13177,9315,11418,845,1294,8,15,320,382,2,0,39,68,730,1039,679,950,23,55,6,8,7,3,1,4,14,19
050,09,001,Connecticut,Fairfield County,10,16,22770,9722,13048,8920,11777,592,974,7,10,168,237,3,1,32,49,9247,12398,8491,11163,558,951,3,7,166,235,1,1,28,41,475,650,429,614,34,23,4,3,2,2,2,0,4,8
050,09,001,Connecticut,Fairfield County,10,17,19352,7540,11812,7065,10943,327,675,12,13,104,129,4,3,28,49,7287,11315,6831,10492,320,647,7,9,104,127,0,2,25,38,253,497,234,451,7,28,5,4,0,2,4,1,3,11
050,09,001,Connecticut,Fairfield County,10,18,19527,6107,13420,5787,12638,242,627,8,9,47,96,1,1,22,49,5905,13002,5601,12256,231,608,6,6,47,92,1,0,19,40,202,418,186,382,11,19,2,3,0,4,0,1,3,9
050,09,001,Connecticut,Fairfield County,10,99,903824,438976,464848,362253,378722,47216,55363,1978,1845,20016,21186,501,449,7012,7283,365725,393955,298378,317297,42111,49792,545,581,19538,20736,147,164,5006,5385,73251,70893,63875,61425,5105,5571,1433,1264,478,450,354,285,2006,1898
050,09,001,Connecticut,Fairfield County,11,0,10567,5391,5176,3969,3844,729,745,41,34,382,294,5,7,265,252,3896,3778,2767,2701,561,587,13,14,364,288,4,3,187,185,1495,1398,1202,1143,168,158,28,20,18,6,1,4,78,67
050,09,001,Connecticut,Fairfield County,11,1,46442,23808,22634,18141,17316,3104,2839,126,108,1382,1385,30,29,1025,957,18267,17373,13554,12877,2532,2329,39,46,1334,1351,9,15,799,755,5541,5261,4587,4439,572,510,87,62,48,34,21,14,226,202
050,09,001,Connecticut,Fairfield County,11,2,62590,32088,30502,25430,23614,3864,3902,168,166,1550,1634,32,49,1044,1137,25774,24565,20077,18709,3299,3299,40,42,1494,1580,13,9,851,926,6314,5937,5353,4905,565,603,128,124,56,54,19,40,193,211
050,09,001,Connecticut,Fairfield County,11,3,66531,34076,32455,27184,25607,4390,4317,171,132,1334,1447,41,34,956,918,27932,26511,22023,20638,3810,3728,50,37,1290,1393,8,9,751,706,6144,5944,5161,4969,580,589,121,95,44,54,33,25,205,212
050,09,001,Connecticut,Fairfield County,11,4,62712,32264,30448,25443,23594,4772,4785,178,138,1123,1119,35,49,713,763,25681,24537,19848,18647,4179,4196,46,33,1078,1086,9,21,521,554,6583,5911,5595,4947,593,589,132,105,45,33,26,28,192,209
050,09,001,Connecticut,Fairfield County,11,5,49464,25334,24130,19409,18191,3811,4066,215,161,1266,1133,72,46,561,533,18343,18525,13448,13501,3304,3528,37,32,1214,1083,21,18,319,363,6991,5605,5961,4690,507,538,178,129,52,50,51,28,242,170
050,09,001,Connecticut,Fairfield County,11,6,50910,25816,25094,19588,18384,3558,3952,202,150,1944,2079,45,42,479,487,18225,18806,12998,13003,3040,3393,28,38,1894,2051,7,14,258,307,7591,6288,6590,5381,518,559,174,112,50,28,38,28,221,180
050,09,001,Connecticut,Fairfield County,11,7,53199,26239,26960,20156,19903,3186,4069,228,204,2167,2314,58,33,444,437,18921,20240,13763,14154,2742,3471,45,45,2121,2266,15,14,235,290,7318,6720,6393,5749,444,598,183,159,46,48,43,19,209,147
050,09,001,Connecticut,Fairfield County,11,8,61855,30034,31821,24006,24600,3188,4113,191,180,2224,2364,40,51,385,513,23489,25551,18178,19138,2850,3699,43,47,2186,2320,7,21,225,326,6545,6270,5828,5462,338,414,148,133,38,44,33,30,160,187
050,09,001,Connecticut,Fairfield County,11,9,71912,34635,37277,28844,30319,3422,4387,179,169,1755,1969,54,38,381,395,28593,31145,23480,24917,3102,3986,37,56,1715,1921,23,19,236,246,6042,6132,5364,5402,320,401,142,113,40,48,31,19,145,149
